,Median Age,Population,Poverty Count,Household Income,Per Capita Income,Name,county,state,census_year
22,38.2,1071.0,98.0,71295.0,32801.0,"Skagway Municipality, Alaska",230,02,2009
23,33.7,6760.0,756.0,59407.0,24209.0,"Southeast Fairbanks Census Area, Alaska",240,02,2009
24,38.7,9529.0,772.0,55952.0,27708.0,"Valdez-Cordova Census Area, Alaska",261,02,2009
25,21.9,7577.0,2388.0,36712.0,11382.0,"Wade Hampton Census Area, Alaska",270,02,2009
26,38.7,2168.0,210.0,49508.0,28485.0,"Wrangell City and Borough, Alaska",275,02,2009
27,37.6,418.0,14.0,66250.0,28608.0,"Yakutat City and Borough, Alaska",282,02,2009
28,33.9,5813.0,1386.0,33716.0,18516.0,"Yukon-Koyukuk Census Area, Alaska",290,02,2009
29,36.0,49584.0,5103.0,51463.0,23774.0,"Autauga County, Alabama",001,01,2009
30,41.0,171997.0,20265.0,48918.0,26197.0,"Baldwin County, Alabama",003,01,2009
31,37.5,29663.0,6673.0,32537.0,15842.0,"Barbour County, Alabama",005,01,2009
32,38.6,21464.0,2442.0,41236.0,18953.0,"Bibb County, Alabama",007,01,2009
33,38.2,56804.0,6156.0,45406.0,20360.0,"Blount County, Alabama",009,01,2009
34,37.4,10917.0,3423.0,26209.0,17746.0,"Bullock County, Alabama",011,01,2009
35,39.2,20189.0,4360.0,31938.0,17221.0,"Butler County, Alabama",013,01,2009
36,38.1,112969.0,19256.0,38382.0,21372.0,"Calhoun County, Alabama",015,01,2009
37,39.6,34704.0,5507.0,32433.0,17072.0,"Chambers County, Alabama",017,01,2009
38,43.5,24427.0,3517.0,40240.0,20434.0,"Cherokee County, Alabama",019,01,2009
39,37.1,42272.0,7208.0,38966.0,20326.0,"Chilton County, Alabama",021,01,2009
40,42.7,14229.0,3167.0,30749.0,16193.0,"Choctaw County, Alabama",023,01,2009
41,38.9,26438.0,6799.0,27080.0,16790.0,"Clarke County, Alabama",025,01,2009
42,41.6,13769.0,2204.0,37652.0,18267.0,"Clay County, Alabama",027,01,2009
43,40.0,14579.0,2340.0,33742.0,18365.0,"Cleburne County, Alabama",029,01,2009
44,36.9,46802.0,7346.0,41973.0,22706.0,"Coffee County, Alabama",031,01,2009
45,40.9,54546.0,7557.0,39366.0,21689.0,"Colbert County, Alabama",033,01,2009
46,42.5,13114.0,3778.0,27216.0,16960.0,"Conecuh County, Alabama",035,01,2009
47,43.4,10777.0,2090.0,33595.0,18563.0,"Coosa County, Alabama",037,01,2009
48,41.6,36688.0,6567.0,33278.0,18958.0,"Covington County, Alabama",039,01,2009
49,39.6,13687.0,2969.0,31058.0,19900.0,"Crenshaw County, Alabama",041,01,2009
50,39.1,80630.0,13112.0,38394.0,20339.0,"Cullman County, Alabama",043,01,2009
51,34.9,48233.0,6494.0,42225.0,21299.0,"Dale County, Alabama",045,01,2009
52,36.7,42748.0,13514.0,26442.0,16304.0,"Dallas County, Alabama",047,01,2009
53,37.6,68183.0,14165.0,33634.0,17552.0,"DeKalb County, Alabama",049,01,2009
54,36.8,76714.0,9245.0,52971.0,21866.0,"Elmore County, Alabama",051,01,2009
55,38.0,37561.0,7906.0,32321.0,16711.0,"Escambia County, Alabama",053,01,2009
56,39.3,103150.0,16422.0,36378.0,20354.0,"Etowah County, Alabama",055,01,2009
57,40.7,17651.0,2797.0,35754.0,18228.0,"Fayette County, Alabama",057,01,2009
58,38.1,30847.0,5559.0,33380.0,17610.0,"Franklin County, Alabama",059,01,2009
59,42.1,25800.0,4039.0,31055.0,17697.0,"Geneva County, Alabama",061,01,2009
60,41.2,9112.0,2697.0,22352.0,14564.0,"Greene County, Alabama",063,01,2009
61,36.5,17994.0,4612.0,29841.0,15221.0,"Hale County, Alabama",065,01,2009
62,41.6,16580.0,2549.0,35792.0,18438.0,"Henry County, Alabama",067,01,2009
63,38.2,97091.0,15259.0,41096.0,22797.0,"Houston County, Alabama",069,01,2009
64,40.6,52898.0,9244.0,35073.0,18742.0,"Jackson County, Alabama",071,01,2009
65,36.8,662212.0,98494.0,44718.0,26256.0,"Jefferson County, Alabama",073,01,2009
66,41.2,14438.0,2413.0,31094.0,19926.0,"Lamar County, Alabama",075,01,2009
67,39.6,88550.0,15602.0,37691.0,21737.0,"Lauderdale County, Alabama",077,01,2009
68,39.3,34094.0,4206.0,41472.0,19795.0,"Lawrence County, Alabama",079,01,2009
69,26.9,130669.0,25347.0,38588.0,22384.0,"Lee County, Alabama",081,01,2009
70,38.0,74076.0,9104.0,44997.0,21943.0,"Limestone County, Alabama",083,01,2009
71,38.8,12632.0,3240.0,30270.0,16466.0,"Lowndes County, Alabama",085,01,2009
72,34.0,22304.0,5434.0,26305.0,15494.0,"Macon County, Alabama",087,01,2009
73,37.1,314047.0,34509.0,54979.0,29588.0,"Madison County, Alabama",089,01,2009
74,39.3,21210.0,5575.0,30819.0,17403.0,"Marengo County, Alabama",091,01,2009
75,41.4,29415.0,5195.0,32224.0,18654.0,"Marion County, Alabama",093,01,2009
76,37.4,87925.0,17638.0,37396.0,19654.0,"Marshall County, Alabama",095,01,2009
77,35.3,405331.0,75849.0,40476.0,21274.0,"Mobile County, Alabama",097,01,2009
78,38.9,22790.0,5626.0,29810.0,17951.0,"Monroe County, Alabama",099,01,2009
79,33.8,224369.0,38126.0,43015.0,25102.0,"Montgomery County, Alabama",101,01,2009
80,38.5,115197.0,17521.0,42913.0,22758.0,"Morgan County, Alabama",103,01,2009
81,36.4,10689.0,2327.0,26270.0,14266.0,"Perry County, Alabama",105,01,2009
82,40.0,19528.0,5084.0,27150.0,16475.0,"Pickens County, Alabama",107,01,2009
83,32.5,30136.0,8437.0,28065.0,19085.0,"Pike County, Alabama",109,01,2009
84,40.3,22504.0,4348.0,35137.0,18813.0,"Randolph County, Alabama",111,01,2009
85,37.1,50029.0,10717.0,32064.0,18386.0,"Russell County, Alabama",113,01,2009
86,37.8,77585.0,8451.0,48425.0,21067.0,"St. Clair County, Alabama",115,01,2009
87,35.7,182996.0,11594.0,67534.0,33607.0,"Shelby County, Alabama",117,01,2009
88,35.6,13267.0,5252.0,20994.0,13667.0,"Sumter County, Alabama",119,01,2009
89,38.0,80190.0,14551.0,35865.0,18710.0,"Talladega County, Alabama",121,01,2009
90,41.3,40778.0,6959.0,36637.0,22595.0,"Tallapoosa County, Alabama",123,01,2009
91,31.6,178754.0,35104.0,39579.0,22489.0,"Tuscaloosa County, Alabama",125,01,2009
92,40.0,68880.0,11459.0,36708.0,20321.0,"Walker County, Alabama",127,01,2009
93,39.2,17212.0,3357.0,34738.0,17748.0,"Washington County, Alabama",129,01,2009
94,35.5,12552.0,4544.0,22006.0,12258.0,"Wilcox County, Alabama",131,01,2009
95,41.2,24190.0,5429.0,29818.0,16855.0,"Winston County, Alabama",133,01,2009
96,42.0,19385.0,3388.0,36341.0,20898.0,"Arkansas County, Arkansas",001,05,2009
97,38.7,22337.0,4393.0,33007.0,18949.0,"Ashley County, Arkansas",003,05,2009
98,49.7,41468.0,6178.0,34534.0,20632.0,"Baxter County, Arkansas",005,05,2009
99,34.5,209931.0,23195.0,50377.0,24647.0,"Benton County, Arkansas",007,05,2009
100,40.6,36341.0,5663.0,36839.0,20182.0,"Boone County, Arkansas",009,05,2009
101,40.0,11967.0,4140.0,26207.0,15654.0,"Bradley County, Arkansas",011,05,2009
102,41.1,5411.0,855.0,32148.0,16869.0,"Calhoun County, Arkansas",013,05,2009
103,41.9,27321.0,4924.0,32978.0,19134.0,"Carroll County, Arkansas",015,05,2009
104,40.9,12279.0,4294.0,20543.0,13954.0,"Chicot County, Arkansas",017,05,2009
105,31.8,23601.0,5298.0,31409.0,16212.0,"Clark County, Arkansas",019,05,2009
106,43.5,16045.0,3133.0,29282.0,18911.0,"Clay County, Arkansas",021,05,2009
107,45.8,25292.0,3933.0,36405.0,20280.0,"Cleburne County, Arkansas",023,05,2009
108,40.5,8640.0,1461.0,35063.0,18875.0,"Cleveland County, Arkansas",025,05,2009
109,37.2,24292.0,4484.0,35258.0,20460.0,"Columbia County, Arkansas",027,05,2009
110,39.4,20619.0,3431.0,33554.0,19562.0,"Conway County, Arkansas",029,05,2009
111,33.1,91474.0,15389.0,39431.0,21521.0,"Craighead County, Arkansas",031,05,2009
112,36.4,58740.0,11299.0,38942.0,18637.0,"Crawford County, Arkansas",033,05,2009
113,32.9,52199.0,13432.0,32323.0,18104.0,"Crittenden County, Arkansas",035,05,2009
114,36.9,18801.0,3004.0,36036.0,18060.0,"Cross County, Arkansas",037,05,2009
115,41.4,8214.0,1545.0,28233.0,16971.0,"Dallas County, Arkansas",039,05,2009
116,38.1,13737.0,4119.0,27072.0,16562.0,"Desha County, Arkansas",041,05,2009
117,34.8,18699.0,4128.0,32061.0,18789.0,"Drew County, Arkansas",043,05,2009
118,30.8,104468.0,15806.0,44600.0,22080.0,"Faulkner County, Arkansas",045,05,2009
119,41.2,18037.0,3584.0,30991.0,17266.0,"Franklin County, Arkansas",047,05,2009
120,46.1,11700.0,2223.0,30771.0,17096.0,"Fulton County, Arkansas",049,05,2009
121,44.2,96285.0,15005.0,36454.0,22318.0,"Garland County, Arkansas",051,05,2009
122,38.7,17544.0,1655.0,51238.0,22449.0,"Grant County, Arkansas",053,05,2009
123,37.2,40190.0,7075.0,38012.0,17923.0,"Greene County, Arkansas",055,05,2009
124,36.2,23094.0,5040.0,35518.0,17207.0,"Hempstead County, Arkansas",057,05,2009
125,39.0,31621.0,4342.0,36095.0,17922.0,"Hot Spring County, Arkansas",059,05,2009
126,39.2,14253.0,3046.0,33180.0,19218.0,"Howard County, Arkansas",061,05,2009
127,39.3,34462.0,5905.0,34798.0,19776.0,"Independence County, Arkansas",063,05,2009
128,45.5,13086.0,2493.0,32269.0,17609.0,"Izard County, Arkansas",065,05,2009
129,38.6,17038.0,4333.0,28680.0,15124.0,"Jackson County, Arkansas",067,05,2009
130,36.3,79698.0,16739.0,35265.0,18735.0,"Jefferson County, Arkansas",069,05,2009
131,36.6,24576.0,4791.0,30953.0,15985.0,"Johnson County, Arkansas",071,05,2009
132,43.1,7715.0,1625.0,26491.0,17593.0,"Lafayette County, Arkansas",073,05,2009
133,40.3,16912.0,3785.0,29119.0,15520.0,"Lawrence County, Arkansas",075,05,2009
134,37.5,10776.0,2805.0,26283.0,14685.0,"Lee County, Arkansas",077,05,2009
135,36.4,13753.0,2765.0,34876.0,16222.0,"Lincoln County, Arkansas",079,05,2009
136,41.4,12921.0,2258.0,32884.0,19036.0,"Little River County, Arkansas",081,05,2009
137,40.6,22550.0,3868.0,35716.0,18924.0,"Logan County, Arkansas",083,05,2009
138,35.3,63424.0,7690.0,50295.0,22154.0,"Lonoke County, Arkansas",085,05,2009
139,40.6,15478.0,2677.0,36667.0,17776.0,"Madison County, Arkansas",087,05,2009
140,48.3,16581.0,2994.0,31772.0,19032.0,"Marion County, Arkansas",089,05,2009
141,37.5,42971.0,7546.0,39090.0,19445.0,"Miller County, Arkansas",091,05,2009
142,34.6,46778.0,11609.0,32940.0,18053.0,"Mississippi County, Arkansas",093,05,2009
143,43.2,8606.0,1915.0,29607.0,16445.0,"Monroe County, Arkansas",095,05,2009
144,45.3,9064.0,1540.0,36095.0,20054.0,"Montgomery County, Arkansas",097,05,2009
145,40.0,9324.0,1961.0,32969.0,21992.0,"Nevada County, Arkansas",099,05,2009
146,44.0,8311.0,1866.0,28166.0,15528.0,"Newton County, Arkansas",101,05,2009
147,42.0,26016.0,5156.0,30167.0,18072.0,"Ouachita County, Arkansas",103,05,2009
148,40.7,10294.0,1466.0,44921.0,20418.0,"Perry County, Arkansas",105,05,2009
149,34.8,22002.0,7498.0,26336.0,14187.0,"Phillips County, Arkansas",107,05,2009
150,39.7,10763.0,1915.0,33024.0,18536.0,"Pike County, Arkansas",109,05,2009
151,38.2,24865.0,6006.0,31894.0,16436.0,"Poinsett County, Arkansas",111,05,2009
152,42.5,20140.0,3759.0,33274.0,17047.0,"Polk County, Arkansas",113,05,2009
153,35.4,58963.0,10323.0,38511.0,19281.0,"Pope County, Arkansas",115,05,2009
154,43.1,8776.0,1591.0,32176.0,17024.0,"Prairie County, Arkansas",117,05,2009
155,35.5,375518.0,56807.0,44370.0,26975.0,"Pulaski County, Arkansas",119,05,2009
156,41.0,18058.0,3379.0,28427.0,17577.0,"Randolph County, Arkansas",121,05,2009
157,36.0,26769.0,7052.0,27016.0,13273.0,"St. Francis County, Arkansas",123,05,2009
158,38.1,95000.0,9701.0,51082.0,24099.0,"Saline County, Arkansas",125,05,2009
159,40.1,11170.0,2853.0,33969.0,16668.0,"Scott County, Arkansas",127,05,2009
160,45.6,8002.0,1509.0,27071.0,15617.0,"Searcy County, Arkansas",129,05,2009
161,36.2,121325.0,20334.0,39131.0,21568.0,"Sebastian County, Arkansas",131,05,2009
162,33.9,16516.0,3193.0,34090.0,16123.0,"Sevier County, Arkansas",133,05,2009
163,45.7,17689.0,3535.0,29589.0,15655.0,"Sharp County, Arkansas",135,05,2009
164,46.6,11920.0,2930.0,27167.0,15473.0,"Stone County, Arkansas",137,05,2009
165,39.8,43157.0,8714.0,35732.0,20247.0,"Union County, Arkansas",139,05,2009
166,45.5,16411.0,2912.0,30531.0,17300.0,"Van Buren County, Arkansas",141,05,2009
167,30.9,193353.0,30508.0,43317.0,22508.0,"Washington County, Arkansas",143,05,2009
168,35.7,73838.0,11350.0,38417.0,20238.0,"White County, Arkansas",145,05,2009
169,40.9,7677.0,1979.0,27880.0,19790.0,"Woodruff County, Arkansas",147,05,2009
170,36.5,21912.0,3691.0,36398.0,15993.0,"Yell County, Arkansas",149,05,2009
171,30.2,69341.0,25109.0,28378.0,11614.0,"Apache County, Arizona",001,04,2009
172,40.4,127613.0,19830.0,43304.0,22419.0,"Cochise County, Arizona",003,04,2009
173,30.2,127312.0,21265.0,48259.0,22238.0,"Coconino County, Arizona",005,04,2009
174,46.5,51850.0,9794.0,36930.0,19054.0,"Gila County, Arizona",007,04,2009
175,32.0,34780.0,6073.0,40889.0,15842.0,"Graham County, Arizona",009,04,2009
176,36.5,7723.0,1142.0,45476.0,20754.0,"Greenlee County, Arizona",011,04,2009
177,50.4,20055.0,3879.0,31640.0,20050.0,"La Paz County, Arizona",012,04,2009
178,33.3,3855521.0,508722.0,55223.0,27185.0,"Maricopa County, Arizona",013,04,2009
179,45.2,192988.0,29164.0,40157.0,21321.0,"Mohave County, Arizona",015,04,2009
180,32.8,110458.0,26686.0,38197.0,15794.0,"Navajo County, Arizona",017,04,2009
181,36.8,990213.0,152597.0,45885.0,24556.0,"Pima County, Arizona",019,04,2009
182,35.3,296113.0,37948.0,49301.0,21526.0,"Pinal County, Arizona",021,04,2009
183,34.7,42550.0,9339.0,37204.0,15706.0,"Santa Cruz County, Arizona",023,04,2009
184,47.7,209365.0,26118.0,43965.0,25458.0,"Yavapai County, Arizona",025,04,2009
185,34.7,188983.0,36374.0,38854.0,18244.0,"Yuma County, Arizona",027,04,2009
186,36.1,1457095.0,156415.0,68863.0,33831.0,"Alameda County, California",001,06,2009
187,39.5,1153.0,134.0,54605.0,30436.0,"Alpine County, California",003,06,2009
188,46.3,38039.0,3010.0,57347.0,26532.0,"Amador County, California",005,06,2009
189,36.6,217917.0,39004.0,42002.0,22904.0,"Butte County, California",007,06,2009
190,47.7,46548.0,4485.0,57676.0,27728.0,"Calaveras County, California",009,06,2009
191,33.0,21001.0,3221.0,47150.0,20381.0,"Colusa County, California",011,06,2009
192,38.0,1015571.0,86720.0,77838.0,37742.0,"Contra Costa County, California",013,06,2009
193,37.4,28729.0,4934.0,38408.0,19016.0,"Del Norte County, California",015,06,2009
194,41.6,175941.0,13392.0,70765.0,34203.0,"El Dorado County, California",017,06,2009
195,30.3,890750.0,182283.0,46230.0,20375.0,"Fresno County, California",019,06,2009
196,34.5,27891.0,4960.0,40973.0,19257.0,"Glenn County, California",021,06,2009
197,36.5,129003.0,22821.0,39124.0,23496.0,"Humboldt County, California",023,06,2009
198,30.8,160034.0,31850.0,37595.0,16017.0,"Imperial County, California",025,06,2009
199,44.5,17438.0,1884.0,44952.0,27358.0,"Inyo County, California",027,06,2009
200,30.3,780953.0,151301.0,46216.0,19939.0,"Kern County, California",029,06,2009
201,30.0,146696.0,24651.0,46595.0,17416.0,"Kings County, California",031,06,2009
202,43.1,64756.0,11938.0,41182.0,21425.0,"Lake County, California",033,06,2009
203,36.6,34428.0,3308.0,48653.0,19239.0,"Lassen County, California",035,06,2009
204,33.8,9785295.0,1486783.0,54828.0,26983.0,"Los Angeles County, California",037,06,2009
205,33.1,144794.0,24299.0,46083.0,18988.0,"Madera County, California",039,06,2009
206,43.7,246711.0,15358.0,87728.0,53284.0,"Marin County, California",041,06,2009
207,46.4,17865.0,1804.0,47808.0,26642.0,"Mariposa County, California",043,06,2009
208,40.8,86030.0,13780.0,43404.0,24101.0,"Mendocino County, California",045,06,2009
209,29.4,242235.0,50079.0,43848.0,17994.0,"Merced County, California",047,06,2009
210,45.5,9162.0,1388.0,34007.0,20193.0,"Modoc County, California",049,06,2009
211,38.3,12925.0,1844.0,51970.0,28938.0,"Mono County, California",051,06,2009
212,32.5,404922.0,51393.0,59693.0,25345.0,"Monterey County, California",053,06,2009
213,39.3,132173.0,12432.0,68416.0,34955.0,"Napa County, California",055,06,2009
214,46.5,97063.0,7745.0,58186.0,31100.0,"Nevada County, California",057,06,2009
215,35.3,2976831.0,282087.0,73738.0,33901.0,"Orange County, California",059,06,2009
216,39.8,332059.0,20491.0,73550.0,35617.0,"Placer County, California",061,06,2009
217,48.7,20550.0,2232.0,44727.0,27639.0,"Plumas County, California",063,06,2009
218,33.1,2036304.0,245454.0,58155.0,24642.0,"Riverside County, California",065,06,2009
219,34.4,1375605.0,177900.0,56799.0,27033.0,"Sacramento County, California",067,06,2009
220,33.5,54752.0,6055.0,68567.0,25840.0,"San Benito County, California",069,06,2009
221,30.7,1986635.0,278582.0,55461.0,21792.0,"San Bernardino County, California",071,06,2009
222,34.5,2987543.0,334712.0,62901.0,30705.0,"San Diego County, California",073,06,2009
223,38.2,797271.0,90917.0,70040.0,44373.0,"San Francisco County, California",075,06,2009
224,32.0,664641.0,99396.0,54540.0,22767.0,"San Joaquin County, California",077,06,2009
225,38.8,262149.0,33444.0,55555.0,29098.0,"San Luis Obispo County, California",079,06,2009
226,38.8,701886.0,50041.0,84426.0,43286.0,"San Mateo County, California",081,06,2009
227,33.7,402025.0,53455.0,59350.0,29487.0,"Santa Barbara County, California",083,06,2009
228,35.5,1729378.0,145572.0,85569.0,39201.0,"Santa Clara County, California",085,06,2009
229,36.7,251398.0,31045.0,64349.0,33532.0,"Santa Cruz County, California",087,06,2009
230,40.8,179387.0,27131.0,44755.0,23964.0,"Shasta County, California",089,06,2009
231,48.3,3240.0,219.0,53750.0,27948.0,"Sierra County, California",091,06,2009
232,46.6,44404.0,6711.0,37938.0,22528.0,"Siskiyou County, California",093,06,2009
233,35.9,406461.0,39005.0,67920.0,28288.0,"Solano County, California",095,06,2009
234,39.3,464218.0,43960.0,63848.0,32939.0,"Sonoma County, California",097,06,2009
235,32.2,505165.0,75144.0,51529.0,21931.0,"Stanislaus County, California",099,06,2009
236,34.2,90731.0,11537.0,52155.0,22830.0,"Sutter County, California",101,06,2009
237,39.3,60601.0,11672.0,36949.0,20299.0,"Tehama County, California",103,06,2009
238,50.4,13922.0,2008.0,35551.0,21963.0,"Trinity County, California",105,06,2009
239,29.3,416299.0,92452.0,43164.0,17865.0,"Tulare County, California",107,06,2009
240,45.9,55761.0,5193.0,48354.0,26775.0,"Tuolumne County, California",109,06,2009
241,36.1,792313.0,70801.0,74828.0,32063.0,"Ventura County, California",111,06,2009
242,29.1,192974.0,31973.0,56232.0,26761.0,"Yolo County, California",113,06,2009
243,30.8,70906.0,12018.0,46410.0,20278.0,"Yuba County, California",115,06,2009
244,32.0,419439.0,54420.0,55258.0,24000.0,"Adams County, Colorado",001,08,2009
245,31.5,15353.0,3914.0,32362.0,17798.0,"Alamosa County, Colorado",003,08,2009
246,35.5,544157.0,60381.0,58968.0,31808.0,"Arapahoe County, Colorado",005,08,2009
247,21.7,12225.0,1867.0,54909.0,22208.0,"Archuleta County, Colorado",007,08,2009
248,47.0,3847.0,557.0,33504.0,19960.0,"Baca County, Colorado",009,08,2009
249,39.3,6128.0,1472.0,35647.0,16189.0,"Bent County, Colorado",011,08,2009
250,35.0,295524.0,36499.0,65040.0,36047.0,"Boulder County, Colorado",013,08,2009
251,35.0,52882.0,2679.0,76240.0,34268.0,"Broomfield County, Colorado",014,08,2009
252,46.3,16870.0,1883.0,42808.0,26572.0,"Chaffee County, Colorado",015,08,2009
253,45.3,1622.0,237.0,46313.0,22012.0,"Cheyenne County, Colorado",017,08,2009
254,43.9,8886.0,549.0,62823.0,35337.0,"Clear Creek County, Colorado",019,08,2009
255,39.6,8021.0,1565.0,33141.0,16668.0,"Conejos County, Colorado",021,08,2009
256,48.0,3282.0,825.0,23041.0,16148.0,"Costilla County, Colorado",023,08,2009
257,36.4,6311.0,1056.0,35494.0,18299.0,"Crowley County, Colorado",025,08,2009
258,50.0,3598.0,626.0,44713.0,26539.0,"Custer County, Colorado",027,08,2009
259,44.5,30353.0,3672.0,40658.0,20592.0,"Delta County, Colorado",029,08,2009
260,33.3,582447.0,101918.0,45438.0,29844.0,"Denver County, Colorado",031,08,2009
261,43.7,1771.0,322.0,41961.0,19180.0,"Dolores County, Colorado",033,08,2009
262,35.5,269451.0,7550.0,99522.0,42253.0,"Douglas County, Colorado",035,08,2009
263,32.8,50614.0,4730.0,69139.0,35104.0,"Eagle County, Colorado",037,08,2009
264,42.2,22786.0,960.0,74345.0,34189.0,"Elbert County, Colorado",039,08,2009
265,34.5,586446.0,59538.0,56570.0,27750.0,"El Paso County, Colorado",041,08,2009
266,42.2,47393.0,5659.0,37852.0,19816.0,"Fremont County, Colorado",043,08,2009
267,34.5,52878.0,4206.0,64837.0,28038.0,"Garfield County, Colorado",045,08,2009
268,43.1,5177.0,455.0,55455.0,30798.0,"Gilpin County, Colorado",047,08,2009
269,39.9,13550.0,1100.0,58981.0,28469.0,"Grand County, Colorado",049,08,2009
270,30.4,14924.0,1654.0,44577.0,25134.0,"Gunnison County, Colorado",051,08,2009
271,34.2,554.0,8.0,53750.0,35719.0,"Hinsdale County, Colorado",053,08,2009
272,45.7,7713.0,1149.0,31136.0,21383.0,"Huerfano County, Colorado",055,08,2009
273,50.1,1305.0,191.0,32788.0,22594.0,"Jackson County, Colorado",057,08,2009
274,39.5,529025.0,40764.0,65891.0,34147.0,"Jefferson County, Colorado",059,08,2009
275,49.2,1644.0,148.0,42422.0,23502.0,"Kiowa County, Colorado",061,08,2009
276,39.3,8072.0,989.0,40754.0,20517.0,"Kit Carson County, Colorado",063,08,2009
277,34.4,8025.0,1916.0,39147.0,18374.0,"Lake County, Colorado",065,08,2009
278,37.3,49678.0,5049.0,53713.0,29980.0,"La Plata County, Colorado",067,08,2009
279,34.7,286978.0,38474.0,54755.0,29188.0,"Larimer County, Colorado",069,08,2009
280,43.1,15814.0,2498.0,37587.0,21012.0,"Las Animas County, Colorado",071,08,2009
281,42.6,5285.0,765.0,39572.0,22676.0,"Lincoln County, Colorado",073,08,2009
282,38.2,20828.0,2471.0,39992.0,22190.0,"Logan County, Colorado",075,08,2009
283,38.1,137879.0,16638.0,50611.0,26053.0,"Mesa County, Colorado",077,08,2009
284,59.0,1077.0,40.0,52153.0,46720.0,"Mineral County, Colorado",079,08,2009
285,36.2,13555.0,1713.0,53723.0,24337.0,"Moffat County, Colorado",081,08,2009
286,41.4,25000.0,4209.0,43697.0,23147.0,"Montezuma County, Colorado",083,08,2009
287,41.3,39303.0,4388.0,44922.0,23048.0,"Montrose County, Colorado",085,08,2009
288,36.1,27630.0,3667.0,43317.0,19936.0,"Morgan County, Colorado",087,08,2009
289,41.3,18833.0,4063.0,32149.0,17996.0,"Otero County, Colorado",089,08,2009
290,45.8,4519.0,287.0,58836.0,28751.0,"Ouray County, Colorado",091,08,2009
291,44.1,16788.0,1008.0,60186.0,29893.0,"Park County, Colorado",093,08,2009
292,40.7,4479.0,474.0,39830.0,21550.0,"Phillips County, Colorado",095,08,2009
293,41.9,15314.0,1227.0,62318.0,62544.0,"Pitkin County, Colorado",097,08,2009
294,35.5,13206.0,2845.0,35166.0,17934.0,"Prowers County, Colorado",099,08,2009
295,38.0,153814.0,24721.0,40805.0,21419.0,"Pueblo County, Colorado",101,08,2009
296,37.2,6183.0,276.0,54812.0,27325.0,"Rio Blanco County, Colorado",103,08,2009
297,40.3,11743.0,2036.0,39683.0,18181.0,"Rio Grande County, Colorado",105,08,2009
298,37.3,22356.0,1140.0,64046.0,34450.0,"Routt County, Colorado",107,08,2009
299,38.1,6929.0,1808.0,29523.0,19462.0,"Saguache County, Colorado",109,08,2009
300,45.5,686.0,62.0,44336.0,31462.0,"San Juan County, Colorado",111,08,2009
301,36.9,7385.0,956.0,60457.0,40301.0,"San Miguel County, Colorado",113,08,2009
302,48.9,2378.0,266.0,37792.0,20590.0,"Sedgwick County, Colorado",115,08,2009
303,33.0,26246.0,1344.0,67329.0,35048.0,"Summit County, Colorado",117,08,2009
304,45.7,21554.0,1690.0,56686.0,29259.0,"Teller County, Colorado",119,08,2009
305,44.0,4647.0,635.0,38818.0,22195.0,"Washington County, Colorado",121,08,2009
306,32.0,241221.0,32335.0,55795.0,24458.0,"Weld County, Colorado",123,08,2009
307,38.7,9630.0,1030.0,39945.0,20998.0,"Yuma County, Colorado",125,08,2009
