GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,OPTAX.id,OPTAX.display-label,YEAR.id,ESTAB,RCPTOT,OPEX,PAYANN,PAYQTR1,EMP,ADMIN_PCT,IMPUT_PCT
Geographic identifier code,Id2,Geographic area name,Id,2012 NAICS code,Meaning of 2012 NAICS code,Id,Type of operation or tax status code,Meaning of Type of operation or tax status code,Year,Number of establishments,"Receipts/Revenue ($1,000)","Operating expenses ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,Percent of receipts/revenue from administrative records (%),Percent of receipts/revenue estimated (%)
0400000US01,01,Alabama,,6116101,Dance schools (including children's and professionals'),,T,Establishments subject to federal income tax,2012,101,21268,,5218,1377,565,50.3,12.0
0400000US01,01,Alabama,,6116101,Dance schools (including children's and professionals'),,Y,Establishments exempt from federal income tax,2012,6,4509,4103,1604,434,121,18.7,0.0
0400000US01,01,Alabama,,6116102,"Art, drama, and music schools",,A,All establishments,2012,42,4525,,1519,385,157,53.9,8.8
0400000US01,01,Alabama,,6116102,"Art, drama, and music schools",,T,Establishments subject to federal income tax,2012,33,3249,,859,223,124,46.0,10.8
0400000US01,01,Alabama,,6116102,"Art, drama, and music schools",,Y,Establishments exempt from federal income tax,2012,9,1276,1301,660,162,33,73.9,3.5
0400000US01,01,Alabama,,61162,Sports and recreation instruction,,A,All establishments,2012,116,26505,,8113,1851,660,46.0,16.3
0400000US01,01,Alabama,,61162,Sports and recreation instruction,,T,Establishments subject to federal income tax,2012,104,24611,,7358,1662,614,45.7,15.2
0400000US01,01,Alabama,,61162,Sports and recreation instruction,,Y,Establishments exempt from federal income tax,2012,12,1894,1816,755,189,46,49.4,30.7
0400000US01,01,Alabama,,611620,Sports and recreation instruction,,A,All establishments,2012,116,26505,,8113,1851,660,46.0,16.3
0400000US01,01,Alabama,,611620,Sports and recreation instruction,,T,Establishments subject to federal income tax,2012,104,24611,,7358,1662,614,45.7,15.2
0400000US01,01,Alabama,,611620,Sports and recreation instruction,,Y,Establishments exempt from federal income tax,2012,12,1894,1816,755,189,46,49.4,30.7
0400000US01,01,Alabama,,61163,Language schools,,A,All establishments,2012,1,,,,,,,
0400000US01,01,Alabama,,61163,Language schools,,Y,Establishments exempt from federal income tax,2012,1,,,,,,,
0400000US01,01,Alabama,,611630,Language schools,,A,All establishments,2012,1,,,,,,,
0400000US01,01,Alabama,,611630,Language schools,,Y,Establishments exempt from federal income tax,2012,1,,,,,,,
0400000US01,01,Alabama,,61169,All other schools and instruction,,A,All establishments,2012,106,,,,,,,
0400000US01,01,Alabama,,61169,All other schools and instruction,,T,Establishments subject to federal income tax,2012,79,18321,,7179,1774,619,27.2,20.8
0400000US01,01,Alabama,,61169,All other schools and instruction,,Y,Establishments exempt from federal income tax,2012,27,,,,,,,
0400000US01,01,Alabama,,611691,Exam preparation and tutoring,,A,All establishments,2012,83,16287,,6637,1657,679,29.4,23.2
0400000US01,01,Alabama,,611691,Exam preparation and tutoring,,T,Establishments subject to federal income tax,2012,69,14227,,5552,1347,564,31.1,26.5
0400000US01,01,Alabama,,611691,Exam preparation and tutoring,,Y,Establishments exempt from federal income tax,2012,14,2060,1903,1085,310,115,17.3,0.6
0400000US01,01,Alabama,,611692,Automobile driving schools,,A,All establishments,2012,4,,,,,,,
0400000US01,01,Alabama,,611692,Automobile driving schools,,T,Establishments subject to federal income tax,2012,1,,,,,,,
0400000US01,01,Alabama,,611692,Automobile driving schools,,Y,Establishments exempt from federal income tax,2012,3,,,,,,,
0400000US01,01,Alabama,,611699,All other miscellaneous schools and instruction,,A,All establishments,2012,19,,,,,,,
0400000US01,01,Alabama,,611699,All other miscellaneous schools and instruction,,T,Establishments subject to federal income tax,2012,9,,,,,,,
0400000US01,01,Alabama,,611699,All other miscellaneous schools and instruction,,Y,Establishments exempt from federal income tax,2012,10,,,,,,,
0400000US01,01,Alabama,,6117,Educational support services,,A,All establishments,2012,44,19308,,7047,1607,198,40.1,3.8
0400000US01,01,Alabama,,6117,Educational support services,,T,Establishments subject to federal income tax,2012,29,15931,,5990,1314,162,38.7,3.9
0400000US01,01,Alabama,,6117,Educational support services,,Y,Establishments exempt from federal income tax,2012,15,3377,3257,1057,293,36,46.7,3.2
0400000US01,01,Alabama,,61171,Educational support services,,A,All establishments,2012,44,19308,,7047,1607,198,40.1,3.8
0400000US01,01,Alabama,,61171,Educational support services,,T,Establishments subject to federal income tax,2012,29,15931,,5990,1314,162,38.7,3.9
0400000US01,01,Alabama,,61171,Educational support services,,Y,Establishments exempt from federal income tax,2012,15,3377,3257,1057,293,36,46.7,3.2
0400000US01,01,Alabama,,611710,Educational support services,,A,All establishments,2012,44,19308,,7047,1607,198,40.1,3.8
0400000US01,01,Alabama,,611710,Educational support services,,T,Establishments subject to federal income tax,2012,29,15931,,5990,1314,162,38.7,3.9
0400000US01,01,Alabama,,611710,Educational support services,,Y,Establishments exempt from federal income tax,2012,15,3377,3257,1057,293,36,46.7,3.2
0400000US02,02,Alaska,,61,Educational services,,A,All establishments,2012,188,91203,,31700,7794,1365,28.1,4.9
0400000US02,02,Alaska,,61,Educational services,,T,Establishments subject to federal income tax,2012,95,29259,,11509,2684,634,36.5,10.2
0400000US02,02,Alaska,,61,Educational services,,Y,Establishments exempt from federal income tax,2012,93,61944,58091,20191,5110,731,24.1,2.3
0400000US02,02,Alaska,,611,Educational services,,A,All establishments,2012,188,91203,,31700,7794,1365,28.1,4.9
0400000US02,02,Alaska,,611,Educational services,,T,Establishments subject to federal income tax,2012,95,29259,,11509,2684,634,36.5,10.2
0400000US02,02,Alaska,,611,Educational services,,Y,Establishments exempt from federal income tax,2012,93,61944,58091,20191,5110,731,24.1,2.3
0400000US02,02,Alaska,,6114,Business schools and computer and management training,,A,All establishments,2012,10,,,,,,,
0400000US02,02,Alaska,,6114,Business schools and computer and management training,,T,Establishments subject to federal income tax,2012,3,,,,,,,
0400000US02,02,Alaska,,6114,Business schools and computer and management training,,Y,Establishments exempt from federal income tax,2012,7,3375,3411,830,194,16,4.7,15.8
0400000US02,02,Alaska,,61142,Computer training,,A,All establishments,2012,1,,,,,,,
0400000US02,02,Alaska,,61142,Computer training,,T,Establishments subject to federal income tax,2012,1,,,,,,,
0400000US02,02,Alaska,,611420,Computer training,,A,All establishments,2012,1,,,,,,,
0400000US02,02,Alaska,,611420,Computer training,,T,Establishments subject to federal income tax,2012,1,,,,,,,
0400000US02,02,Alaska,,61143,Professional and management development training,,A,All establishments,2012,9,,,,,,,
0400000US02,02,Alaska,,61143,Professional and management development training,,T,Establishments subject to federal income tax,2012,2,,,,,,,
0400000US02,02,Alaska,,61143,Professional and management development training,,Y,Establishments exempt from federal income tax,2012,7,3375,3411,830,194,16,4.7,15.8
0400000US02,02,Alaska,,611430,Professional and management development training,,A,All establishments,2012,9,,,,,,,
0400000US02,02,Alaska,,611430,Professional and management development training,,T,Establishments subject to federal income tax,2012,2,,,,,,,
0400000US02,02,Alaska,,611430,Professional and management development training,,Y,Establishments exempt from federal income tax,2012,7,3375,3411,830,194,16,4.7,15.8
0400000US02,02,Alaska,,6115,Technical and trade schools,,A,All establishments,2012,37,34270,,10662,2860,228,31.8,5.0
0400000US02,02,Alaska,,6115,Technical and trade schools,,T,Establishments subject to federal income tax,2012,11,5774,,2600,679,80,0.0,15.2
0400000US02,02,Alaska,,6115,Technical and trade schools,,Y,Establishments exempt from federal income tax,2012,26,28496,26421,8062,2181,148,38.2,2.9
0400000US02,02,Alaska,,61151,Technical and trade schools,,A,All establishments,2012,37,34270,,10662,2860,228,31.8,5.0
0400000US02,02,Alaska,,61151,Technical and trade schools,,T,Establishments subject to federal income tax,2012,11,5774,,2600,679,80,0.0,15.2
0400000US02,02,Alaska,,61151,Technical and trade schools,,Y,Establishments exempt from federal income tax,2012,26,28496,26421,8062,2181,148,38.2,2.9
0400000US02,02,Alaska,,611511,Cosmetology and barber schools,,A,All establishments,2012,2,,,,,,,
0400000US02,02,Alaska,,611511,Cosmetology and barber schools,,T,Establishments subject to federal income tax,2012,2,,,,,,,
0400000US02,02,Alaska,,611512,Flight training,,A,All establishments,2012,7,,,,,,,
0400000US02,02,Alaska,,611512,Flight training,,T,Establishments subject to federal income tax,2012,7,,,,,,,
0400000US02,02,Alaska,,611513,Apprenticeship training,,A,All establishments,2012,21,20308,,6796,1877,125,53.6,4.1
0400000US02,02,Alaska,,611513,Apprenticeship training,,Y,Establishments exempt from federal income tax,2012,21,20308,18105,6796,1877,125,53.6,4.1
0400000US02,02,Alaska,,611519,Other technical and trade schools,,A,All establishments,2012,7,,,,,,,
0400000US02,02,Alaska,,611519,Other technical and trade schools,,T,Establishments subject to federal income tax,2012,2,,,,,,,
0400000US02,02,Alaska,,611519,Other technical and trade schools,,Y,Establishments exempt from federal income tax,2012,5,8188,8316,1266,304,23,0.0,0.0
0400000US02,02,Alaska,,6116,Other schools and instruction,,A,All establishments,2012,123,41604,,15424,3571,921,34.4,5.2
0400000US02,02,Alaska,,6116,Other schools and instruction,,T,Establishments subject to federal income tax,2012,75,22668,,8604,1928,541,46.9,9.3
0400000US02,02,Alaska,,6116,Other schools and instruction,,Y,Establishments exempt from federal income tax,2012,48,18936,16636,6820,1643,380,19.4,0.4
0400000US02,02,Alaska,,61161,Fine arts schools,,A,All establishments,2012,33,8029,,3337,876,271,38.6,2.5
0400000US02,02,Alaska,,61161,Fine arts schools,,T,Establishments subject to federal income tax,2012,20,4724,,1952,506,159,57.2,4.2
0400000US02,02,Alaska,,61161,Fine arts schools,,Y,Establishments exempt from federal income tax,2012,13,3305,3431,1385,370,112,12.0,0.0
0400000US02,02,Alaska,,611610,Fine arts schools,,A,All establishments,2012,33,8029,,3337,876,271,38.6,2.5
0400000US02,02,Alaska,,611610,Fine arts schools,,T,Establishments subject to federal income tax,2012,20,4724,,1952,506,159,57.2,4.2
0400000US02,02,Alaska,,611610,Fine arts schools,,Y,Establishments exempt from federal income tax,2012,13,3305,3431,1385,370,112,12.0,0.0
0400000US02,02,Alaska,,6116101,Dance schools (including children's and professionals'),,A,All establishments,2012,21,6221,,2613,688,220,46.7,1.8
0400000US02,02,Alaska,,6116101,Dance schools (including children's and professionals'),,T,Establishments subject to federal income tax,2012,14,3671,,1456,374,126,73.6,3.1
0400000US02,02,Alaska,,6116101,Dance schools (including children's and professionals'),,Y,Establishments exempt from federal income tax,2012,7,2550,2666,1157,314,94,7.8,0.0
0400000US02,02,Alaska,,6116102,"Art, drama, and music schools",,A,All establishments,2012,12,1808,,724,188,51,11.0,4.9
